seconds,min_objective,accuracy,best_prefix,priority_queue_length,cache_size,dead_prefix_start,stunted_prefix,commutes,captured_zero,insufficient,dead_prefix,inferior,cache_size_0,cache_size_1,cache_size_2,cache_size_3,cache_size_4,cache_size_5,cache_size_6,cache_size_7,cache_size_8,cache_size_9,cache_size_10,cache_size_11,cache_size_12,cache_size_13,cache_size_14,cache_size_15,cache_size_16,cache_size_17,cache_size_18,cache_size_19,cache_size_20,dead_prefix_start_0,dead_prefix_start_1,dead_prefix_start_2,dead_prefix_start_3,dead_prefix_start_4,dead_prefix_start_5,dead_prefix_start_6,dead_prefix_start_7,dead_prefix_start_8,dead_prefix_start_9,dead_prefix_start_10,dead_prefix_start_11,dead_prefix_start_12,dead_prefix_start_13,dead_prefix_start_14,dead_prefix_start_15,dead_prefix_start_16,dead_prefix_start_17,dead_prefix_start_18,dead_prefix_start_19,dead_prefix_start_20,stunted_prefix_0,stunted_prefix_1,stunted_prefix_2,stunted_prefix_3,stunted_prefix_4,stunted_prefix_5,stunted_prefix_6,stunted_prefix_7,stunted_prefix_8,stunted_prefix_9,stunted_prefix_10,stunted_prefix_11,stunted_prefix_12,stunted_prefix_13,stunted_prefix_14,stunted_prefix_15,stunted_prefix_16,stunted_prefix_17,stunted_prefix_18,stunted_prefix_19,stunted_prefix_20,commutes_0,commutes_1,commutes_2,commutes_3,commutes_4,commutes_5,commutes_6,commutes_7,commutes_8,commutes_9,commutes_10,commutes_11,commutes_12,commutes_13,commutes_14,commutes_15,commutes_16,commutes_17,commutes_18,commutes_19,commutes_20,captured_zero_0,captured_zero_1,captured_zero_2,captured_zero_3,captured_zero_4,captured_zero_5,captured_zero_6,captured_zero_7,captured_zero_8,captured_zero_9,captured_zero_10,captured_zero_11,captured_zero_12,captured_zero_13,captured_zero_14,captured_zero_15,captured_zero_16,captured_zero_17,captured_zero_18,captured_zero_19,captured_zero_20,insufficient_0,insufficient_1,insufficient_2,insufficient_3,insufficient_4,insufficient_5,insufficient_6,insufficient_7,insufficient_8,insufficient_9,insufficient_10,insufficient_11,insufficient_12,insufficient_13,insufficient_14,insufficient_15,insufficient_16,insufficient_17,insufficient_18,insufficient_19,insufficient_20,dead_prefix_0,dead_prefix_1,dead_prefix_2,dead_prefix_3,dead_prefix_4,dead_prefix_5,dead_prefix_6,dead_prefix_7,dead_prefix_8,dead_prefix_9,dead_prefix_10,dead_prefix_11,dead_prefix_12,dead_prefix_13,dead_prefix_14,dead_prefix_15,dead_prefix_16,dead_prefix_17,dead_prefix_18,dead_prefix_19,dead_prefix_20,inferior_0,inferior_1,inferior_2,inferior_3,inferior_4,inferior_5,inferior_6,inferior_7,inferior_8,inferior_9,inferior_10,inferior_11,inferior_12,inferior_13,inferior_14,inferior_15,inferior_16,inferior_17,inferior_18,inferior_19,inferior_20
0.00000,inf,0.00000,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00068,0.46150,0.63850,0.,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00145,0.44742,0.65258,4.,5,6,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00231,0.42864,0.67136,14.,15,16,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00290,0.42238,0.67762,22.,23,24,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00345,0.40986,0.69014,29.,30,31,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.00791,0.40516,0.69484,180.,181,182,0,0,0,0,0,0,0,1,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01164,0.40360,0.69640,307.,308,309,0,0,0,0,0,0,0,1,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.46369,0.40360,0.69640,307.,16115,16193,0,0,626891,36,0,0,1714,1,354,15824,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5832,621059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.98962,0.40360,0.69640,307.,12584,12655,0,0,1330552,67,2,0,2202,1,345,12236,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7198,1321207,2147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2189,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
