total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,tree_insertion_time,tree_insertion_num,permutation_map_insertion_time,permutation_map_insertion_num,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,queue_size,queue_min_length,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
1.78814e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,159,
6.19888e-05,0,0,0,0,0,0,0,1,0,0,0,0.447835,0,1,0,1,0,0,0,0,159,0:1;
0.000154972,0,9.53674e-07,0,1.19209e-06,3,8.10623e-06,9.53674e-07,3,1.5974e-05,2,0.005,0.436499,1,3,0,2,0,2,0,0,159,0:1;1:2;
0.000225067,0,9.53674e-07,0,2.14577e-06,8,1.57356e-05,2.86102e-06,8,2.09808e-05,7,0.005,0.434804,1,8,0,7,0,7,0,0,172,0:1;1:7;
0.000267982,0,9.53674e-07,0,9.53674e-07,10,2.26498e-05,2.86102e-06,10,2.19345e-05,9,0.005,0.427869,1,10,0,9,0,9,0,0,172,0:1;1:9;
0.000306845,0,9.53674e-07,0,1.90735e-06,12,2.55108e-05,3.8147e-06,12,2.40803e-05,11,0.005,0.400901,1,12,0,11,0,11,0,0,172,0:1;1:11;
0.000357866,0,9.53674e-07,0,2.14577e-06,16,3.05176e-05,4.76837e-06,16,2.71797e-05,15,0.005,0.369463,1,16,0,15,0,15,0,0,172,0:1;1:15;
0.00148392,0.00139093,9.53674e-07,0.00136805,1.90735e-06,150,0.000329018,4.26769e-05,150,0.000131369,149,0.005,0.369463,1,150,1,149,1,149,0,0,172,1:149;
0.00190306,0.00139093,9.53674e-07,0.00136805,1.90735e-06,150,0.000329018,4.26769e-05,150,0.000131369,149,0.005,0.369463,1,150,1,149,1,149,0,0,151,1:146;
0.00417805,0.00351667,7.15256e-06,0.00347281,2.14577e-06,463,0.000921011,0.000113249,447,0.000417471,447,0.0116952,0.368915,2,447,3,443,1,297,0,0,151,1:144;2:297;
0.00519085,0.00462556,7.15256e-06,0.00457478,9.53674e-07,594,0.00117111,0.000140667,576,0.000556946,576,0.0116952,0.368915,2,576,4,572,1,426,0,0,150,1:143;2:426;
0.00667095,0.00462556,7.15256e-06,0.00457478,9.53674e-07,594,0.00117111,0.000140667,576,0.000556946,576,0.0116952,0.368915,2,576,4,572,1,426,0,0,150,1:143;2:424;
0.00786304,0.00567865,1.00136e-05,0.00561881,1.19209e-06,759,0.00149703,0.000169039,725,0.00069356,728,0.0123116,0.366603,2,725,5,719,1,575,0,0,150,1:142;2:573;
0.00879097,0.00671363,1.00136e-05,0.00664687,9.53674e-07,888,0.00174022,0.000196457,851,0.000802279,855,0.0123116,0.366603,2,851,6,845,1,701,0,0,150,1:141;2:699;
0.0109649,0.00671363,1.00136e-05,0.00664687,9.53674e-07,888,0.00174022,0.000196457,851,0.000802279,855,0.0123116,0.366603,2,851,6,845,1,701,0,0,149,1:141;2:696;
0.015202,0.0108311,1.7643e-05,0.0107369,9.53674e-07,1496,0.00286698,0.000334263,1408,0.0013628,1430,0.0146232,0.360131,2,1408,10,1397,1,1253,5,0,149,1:137;2:1253;
0.016073,0.0117822,1.7643e-05,0.0116827,1.90735e-06,1619,0.00309134,0.000364542,1524,0.00146699,1551,0.0146232,0.360131,2,1524,11,1513,1,1369,5,0,149,1:136;2:1369;
0.0196099,0.0117822,1.7643e-05,0.0116827,1.90735e-06,1619,0.00309134,0.000364542,1524,0.00146699,1551,0.0146232,0.360131,2,1524,11,1513,1,1369,5,0,146,1:132;2:1360;
0.0305021,0.0225437,4.22001e-05,0.022372,9.53674e-07,3380,0.00612688,0.000694513,3066,0.00293088,3209,0.0169348,0.359669,2,3066,23,3042,1,2884,32,0,146,1:120;2:2902;
0.0312591,0.0233755,4.22001e-05,0.0231991,9.53674e-07,3503,0.00632954,0.000719309,3175,0.00302768,3329,0.0169348,0.359669,2,3175,24,3151,1,2993,32,0,145,1:119;2:3011;
0.0380149,0.0233755,4.22001e-05,0.0231991,9.53674e-07,3503,0.00632954,0.000719309,3175,0.00302768,3329,0.0169348,0.359669,2,3175,24,3151,1,2993,32,0,145,1:119;2:3011;
0.203647,0.188366,0.000570536,0.187034,9.53674e-07,42035,0.0529552,0.00539327,33506,0.0289898,39610,0.0247087,0.359275,3,33479,266,33212,1,32822,534,0,143,1:92;2:5746;3:26811;4:543;
0.20417,0.188947,0.000570536,0.18761,1.19209e-06,42155,0.0530803,0.00540614,33620,0.0290449,39728,0.0247087,0.359275,3,33593,267,33326,1,32936,534,0,143,1:92;2:5745;3:26925;4:543;
0.25272,0.188947,0.000570536,0.18761,1.19209e-06,42155,0.0530803,0.00540614,33620,0.0290449,39728,0.0247087,0.359275,3,33593,267,33326,1,32936,534,0,143,1:92;2:5744;3:26919;4:541;
0.390248,0.325836,0.00110888,0.323497,0,77097,0.09273,0.00933051,61111,0.0493224,72567,0.0268662,0.358504,3,61066,495,60570,1,59845,1116,0,143,1:88;2:5958;3:45548;4:8947;
0.390783,0.326427,0.00110888,0.324084,0,77215,0.0928655,0.00934458,61218,0.0493979,72683,0.0268662,0.358504,3,61173,496,60677,1,59951,1117,0,143,1:88;2:5957;3:45655;4:8947;
0.479405,0.326427,0.00110888,0.324084,0,77215,0.0928655,0.00934458,61218,0.0493979,72683,0.0268662,0.358504,3,61173,496,60677,1,59951,1117,0,142,1:88;2:5952;3:45643;4:8941;
0.714979,0.560863,0.00218749,0.556798,0,142167,0.160222,0.0156772,108583,0.0886593,133690,0.0289382,0.358504,3,108468,885,107583,1,106194,2238,1,141,1:86;2:5933;3:64506;4:37004;
0.743456,0.589112,0.00233817,0.584832,0,151271,0.168412,0.0164468,115107,0.0932114,142232,0.0291778,0.358042,3,114981,939,114041,1,112593,2363,1,141,1:86;2:5911;3:66720;4:41271;
0.743922,0.589624,0.00233817,0.585341,9.53674e-07,151389,0.168536,0.0164554,115211,0.0932624,142347,0.0291778,0.358042,3,115085,940,114145,1,112697,2363,1,141,1:86;2:5910;3:66824;4:41271;
0.880739,0.589624,0.00233817,0.585341,9.53674e-07,151389,0.168536,0.0164554,115211,0.0932624,142347,0.0291778,0.358042,3,115085,940,114145,1,112697,2363,1,141,1:86;2:5908;3:66804;4:41265;
1.25997,0.966632,0.00441718,0.959563,0,267544,0.274841,0.0264752,200687,0.161286,251332,0.0310271,0.354652,3,200445,1654,198790,1,196284,4251,2,141,1:84;2:5851;3:88192;4:104319;5:262;
1.26046,0.967174,0.00441718,0.960102,9.53674e-07,267665,0.274966,0.0264864,200777,0.161364,251450,0.0310271,0.354652,3,200535,1655,198880,1,196373,4252,2,141,1:84;2:5850;3:88282;4:104319;5:262;
1.5111,0.967174,0.00441718,0.960102,9.53674e-07,267665,0.274966,0.0264864,200777,0.161364,251450,0.0310271,0.354652,3,200535,1655,198880,1,196373,4252,2,139,1:84;2:5837;3:88134;4:104070;5:262;
