total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,tree_insertion_time,tree_insertion_num,permutation_map_insertion_time,permutation_map_insertion_num,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,queue_size,queue_min_length,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
1.19209e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,159,
4.48227e-05,0,0,0,0,0,0,0,1,0,0,0,0.447835,0,1,0,1,0,0,0,0,159,0:1;
0.000108957,0,3.09944e-06,0,9.53674e-07,3,5.24521e-06,0,3,1.5974e-05,2,0.322923,0.436499,1,3,0,2,0,2,0,0,159,0:1;1:2;
0.000144958,0,3.09944e-06,0,9.53674e-07,8,1.0252e-05,1.90735e-06,8,2.00272e-05,7,0.322923,0.434804,1,8,0,7,0,7,0,0,159,0:1;1:7;
0.000173807,0,3.09944e-06,0,1.90735e-06,10,1.33514e-05,1.90735e-06,9,2.21729e-05,8,0.322923,0.427869,1,9,0,8,0,8,0,0,159,0:1;1:8;
0.000216007,0,3.09944e-06,0,1.09673e-05,12,1.62125e-05,1.90735e-06,10,2.3365e-05,9,0.322923,0.400901,1,10,0,9,0,9,0,0,159,0:1;1:9;
0.000243902,0,3.09944e-06,0,9.53674e-07,16,2.21729e-05,3.09944e-06,14,2.6226e-05,13,0.322923,0.369463,1,14,0,13,0,13,0,0,159,0:1;1:13;
0.000741959,0.000672817,3.09944e-06,0.000660896,0,150,0.000214338,2.19345e-05,134,9.72748e-05,133,0.322923,0.369463,1,134,1,133,1,133,0,0,159,1:133;
0.000823975,0.000672817,3.09944e-06,0.000660896,0,150,0.000214338,2.19345e-05,134,9.72748e-05,133,0.322923,0.369463,1,134,1,133,1,133,0,0,22,1:130;
0.00247383,0.00219274,9.29832e-06,0.00217009,9.53674e-07,463,0.000745058,8.89301e-05,398,0.000410318,398,0.327923,0.360131,2,398,3,394,1,264,0,0,22,1:128;2:264;
0.00312281,0.00291562,9.29832e-06,0.00288892,9.53674e-07,586,0.000942945,0.000106573,504,0.000532627,506,0.327923,0.360131,2,504,4,500,1,370,0,0,22,1:127;2:370;
0.00330496,0.00291562,9.29832e-06,0.00288892,9.53674e-07,586,0.000942945,0.000106573,504,0.000532627,506,0.327923,0.360131,2,504,4,500,1,370,0,0,18,1:126;2:368;
0.021148,0.020632,5.07832e-05,0.020503,0,4975,0.00674224,0.000775337,3822,0.00448346,4237,0.328847,0.359669,2,3822,34,3787,1,3649,39,0,17,1:96;2:3686;
0.0215709,0.021102,5.07832e-05,0.0209701,0,5098,0.00687623,0.000786781,3908,0.00456023,4343,0.328847,0.359669,2,3908,35,3873,1,3732,42,0,17,1:95;2:3772;
0.0225358,0.021102,5.07832e-05,0.0209701,0,5098,0.00687623,0.000786781,3908,0.00456023,4343,0.328847,0.359669,2,3908,35,3873,1,3732,42,0,17,1:95;2:3742;
0.042377,0.0407631,9.98974e-05,0.0405118,0,10908,0.0133402,0.00131273,7114,0.00999069,9181,0.331775,0.359515,2,7114,75,7038,1,6619,361,0,17,1:55;2:6948;
0.0427458,0.041234,9.98974e-05,0.0409799,0,11017,0.013458,0.00132179,7160,0.0100555,9287,0.331775,0.359515,2,7160,76,7084,1,6663,363,0,17,1:54;2:6994;
0.0449078,0.041234,9.98974e-05,0.0409799,0,11017,0.013458,0.00132179,7160,0.0100555,9287,0.331775,0.359515,2,7160,76,7084,1,6663,363,0,17,1:54;2:6970;
0.0469239,0.0431559,0.000108242,0.0428855,0,11751,0.0141828,0.00135374,7412,0.0104523,9880,0.332084,0.357973,2,7412,81,7330,1,6898,380,0,17,1:49;2:7222;
0.0473769,0.0436499,0.000108242,0.0433764,9.53674e-07,11852,0.0143251,0.00136566,7470,0.0105484,9966,0.332084,0.357973,2,7470,82,7388,1,6938,398,0,17,1:48;2:7280;
0.050004,0.0436499,0.000108242,0.0433764,9.53674e-07,11852,0.0143251,0.00136566,7470,0.0105484,9966,0.332084,0.357973,2,7470,82,7388,1,6938,398,0,15,1:47;2:7153;
0.07423,0.0676949,0.00019145,0.0672631,0,19493,0.0223198,0.00227618,13010,0.0158608,16214,0.333077,0.354652,3,13010,135,12874,1,12351,525,0,15,1:39;2:7583;3:5065;
0.074672,0.0681829,0.00019145,0.0677481,0,19614,0.02246,0.0022893,13105,0.0159507,16316,0.333077,0.354652,3,13105,136,12969,1,12446,525,0,15,1:39;2:7582;3:5160;
0.0791619,0.0681829,0.00019145,0.0677481,0,19614,0.02246,0.0022893,13105,0.0159507,16316,0.333077,0.354652,3,13105,136,12969,1,12446,525,0,15,1:39;2:7308;3:5045;
0.249879,0.238103,0.000820398,0.236726,0,74139,0.0766122,0.00789571,48264,0.057955,58929,0.333847,0.354035,3,48245,500,47744,1,47009,1121,0,14,1:37;2:7005;3:40126;
0.250282,0.238552,0.000820398,0.237172,0,74254,0.0767379,0.00790858,48336,0.0580394,59021,0.333847,0.354035,3,48317,501,47816,1,47079,1123,0,14,1:37;2:7004;3:40198;
0.267488,0.238552,0.000820398,0.237172,0,74254,0.0767379,0.00790858,48336,0.0580394,59021,0.333847,0.354035,3,48317,501,47816,1,47079,1123,0,14,1:34;2:6949;3:39738;
0.487448,0.457421,0.0017941,0.454683,0,141820,0.148479,0.0137854,83246,0.111645,110408,0.334618,0.354035,3,83168,922,82246,1,80105,3007,0,13,1:31;2:6607;3:74513;
0.545354,0.514925,0.00208735,0.511836,9.53674e-07,160380,0.167942,0.0153327,92737,0.124956,124581,0.334772,0.353573,3,92647,1043,91603,1,89052,3551,0,13,1:31;2:6474;3:84004;
0.545737,0.515358,0.00208735,0.512267,0,160494,0.168061,0.0153453,92798,0.125036,124671,0.334772,0.353573,3,92708,1044,91664,1,89113,3551,0,13,1:31;2:6473;3:84065;
