total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,tree_insertion_time,tree_insertion_num,permutation_map_insertion_time,permutation_map_insertion_num,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,queue_size,queue_min_length,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
1.00136e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,159,
4.1008e-05,0,0,0,0,0,0,0,1,0,0,0,0.447835,0,1,0,1,0,0,0,0,159,0:1;
0.000118017,0,2.86102e-06,0,1.19209e-06,3,6.91414e-06,0,3,1.90735e-05,2,0.322923,0.436499,1,3,0,2,0,2,0,0,159,0:1;1:2;
0.000194073,0,2.86102e-06,0,9.53674e-07,8,2.95639e-05,9.53674e-07,8,3.0756e-05,7,0.322923,0.434804,1,8,0,7,0,7,0,0,159,0:1;1:7;
0.000232935,0,2.86102e-06,0,0,10,3.14713e-05,9.53674e-07,9,3.0756e-05,8,0.322923,0.427869,1,9,0,8,0,8,0,0,159,0:1;1:8;
0.000263929,0,2.86102e-06,0,0,12,3.33786e-05,9.53674e-07,10,3.17097e-05,9,0.322923,0.400901,1,10,0,9,0,9,0,0,159,0:1;1:9;
0.000294924,0,2.86102e-06,0,9.53674e-07,16,3.93391e-05,1.90735e-06,14,3.50475e-05,13,0.322923,0.369463,1,14,0,13,0,13,0,0,159,0:1;1:13;
0.000746965,0.000684023,2.86102e-06,0.00066781,9.53674e-07,155,0.000191689,1.95503e-05,139,0.000100613,138,0.322923,0.369463,1,139,1,138,1,138,0,0,159,1:138;
0.000828981,0.000684023,2.86102e-06,0.00066781,9.53674e-07,155,0.000191689,1.95503e-05,139,0.000100613,138,0.322923,0.369463,1,139,1,138,1,138,0,0,22,1:135;
0.00182891,0.00159812,5.72205e-06,0.00157475,0,479,0.000503063,6.55651e-05,414,0.000276804,414,0.327923,0.360131,2,414,3,410,1,275,0,0,22,1:133;2:275;
0.00228,0.00209117,5.72205e-06,0.0020659,0,617,0.000662565,8.32081e-05,535,0.000365496,537,0.327923,0.360131,2,535,4,531,1,396,0,0,22,1:132;2:396;
0.00243187,0.00209117,5.72205e-06,0.0020659,0,617,0.000662565,8.32081e-05,535,0.000365496,537,0.327923,0.360131,2,535,4,531,1,396,0,0,18,1:131;2:394;
0.022052,0.0215919,3.62396e-05,0.0214522,0,5714,0.00719714,0.000785112,4361,0.00484633,4909,0.328847,0.359669,2,4361,37,4323,1,4141,81,0,17,1:98;2:4220;
0.022552,0.022146,3.62396e-05,0.0220044,0,5853,0.00734878,0.00080204,4457,0.00494504,5031,0.328847,0.359669,2,4457,38,4419,1,4227,91,0,17,1:97;2:4316;
0.0246229,0.022146,3.62396e-05,0.0220044,0,5853,0.00734878,0.00080204,4457,0.00494504,5031,0.328847,0.359669,2,4457,38,4419,1,4227,91,0,17,1:97;2:4281;
0.0458391,0.043153,8.60691e-05,0.042877,9.53674e-07,12361,0.0140569,0.00139022,7967,0.00967073,10515,0.331775,0.359515,2,7967,80,7886,1,7283,545,0,17,1:55;2:7791;
0.0462539,0.0436771,8.60691e-05,0.0434,0,12475,0.0142016,0.00139928,8014,0.00975084,10626,0.331775,0.359515,2,8014,81,7933,1,7328,547,0,17,1:54;2:7838;
